user_id,friend_id
Cs14aO2S8x_swsrbEbJ47w,Kxr2DuTnGnsrftFcl-mu_g
Cs14aO2S8x_swsrbEbJ47w,hcJzh-FFDEfYKGpyM0TpZA
CyzXeE6dTerrHgUpLBvQDg,d3kE6R8HJK-pumQ0dx6vPw
CyzXeE6dTerrHgUpLBvQDg,zfr2pEGQr1ZUYbNcNxwz5g
CyzXeE6dTerrHgUpLBvQDg,MyysFkZRrzR9bgQlip-jrg
efibLpWXtvks3bvdTa4XAg,c1SSPmxYk9RgBAr41h5bLA
efibLpWXtvks3bvdTa4XAg,moaIrk8KQJGzcuqs6mHYLg
efibLpWXtvks3bvdTa4XAg,726o7MhWq9mxHmT2oAbSeQ
efibLpWXtvks3bvdTa4XAg,-ZvZ7Dj-ZqkeA9kTkaE9Vg
efibLpWXtvks3bvdTa4XAg,yOavHecnIoXhmnO7Rf9mdw
efibLpWXtvks3bvdTa4XAg,380cHWVDMrt4IfaikZaFSQ
efibLpWXtvks3bvdTa4XAg,iccoHk4OtmP6kh5s8f3dxw
efibLpWXtvks3bvdTa4XAg,6n9kmieEuVkWz5xLPXx__A
efibLpWXtvks3bvdTa4XAg,r5KIzEYZnnZsahVv_hZ-SQ
efibLpWXtvks3bvdTa4XAg,TUC3l3hJI7Atw6pY_MM5fQ
efibLpWXtvks3bvdTa4XAg,0QkckyZAgcEfsgraNcVmuQ
efibLpWXtvks3bvdTa4XAg,nmOMa6P7usnl1oSC0bLpIw
NUXN71Ofyi1suuI_goZaWQ,UXpVph-0pVWuDIDpyR8MMA
NUXN71Ofyi1suuI_goZaWQ,FpLTBLuyIlRBpUiwSe_JIg
NUXN71Ofyi1suuI_goZaWQ,qUutrrV_E1KQ-eX9Oy6ugA
NUXN71Ofyi1suuI_goZaWQ,JhVz78Z_pl3XFwZMpj-QpA
NUXN71Ofyi1suuI_goZaWQ,om_gNeDH6nxUcWArKFKgAQ
NUXN71Ofyi1suuI_goZaWQ,BeliULHHreUz5QEbKdgnIw
NUXN71Ofyi1suuI_goZaWQ,xpQVbsKW6Z9EStQmQfanTA
NUXN71Ofyi1suuI_goZaWQ,NF3FtkEc8iEeBfGVJPF7Uw
NUXN71Ofyi1suuI_goZaWQ,2e-jEGHIZPN4v5KAKJw47w
NUXN71Ofyi1suuI_goZaWQ,fI9alLQLjqgesDOxdcSUMQ
NUXN71Ofyi1suuI_goZaWQ,WtK3YM9FEG5xkcG9t82wsA
NUXN71Ofyi1suuI_goZaWQ,wlHUoE3-A53fk-8vR7NUew
xcathXi_eEFzRCc5kp6XQg,SEgN685ZDVXInVzbnu2ipA
JMKOwDt7Fi922_AhxEgItQ,ZXyGw3Z1DyhK1sfNtpcyYA
w2FZWnTQ1Mr3mxBLPcRM5g,-l7KaGv3lHyvUkkDV0erjg
w2FZWnTQ1Mr3mxBLPcRM5g,G3T54FEEpW9LeAw3iYgq9A
mjKbuCaB2A63iMMFWgvtXw,dsMauACBXoPwHqFm-DS2Tg
mjKbuCaB2A63iMMFWgvtXw,rmOLSWF23wq_PNI_u_bibA
mjKbuCaB2A63iMMFWgvtXw,8t0mVBDrDZcF3H3c_CRnnQ
mjKbuCaB2A63iMMFWgvtXw,jNLDNH0wgZi3MNVE1wrtQg
mjKbuCaB2A63iMMFWgvtXw,9DpmjEINwhhBbjmxbed-Jg
mjKbuCaB2A63iMMFWgvtXw,PI0nRf7P3-oVkkV1bs8pTg
mjKbuCaB2A63iMMFWgvtXw,JKASfJg15wMkehBebBaKXg
mjKbuCaB2A63iMMFWgvtXw,rE-8jKifbnH6C2_tG4hcBA
bogJcPauMnTuo_2jTN-iIw,H8PWHxahBOQ_ZwbF-4uB7Q
bogJcPauMnTuo_2jTN-iIw,1Wi0TQkWm1zxM-_DPKJtTQ
bogJcPauMnTuo_2jTN-iIw,BiYbA8wa_pxPVZI5Nzhrsw
bogJcPauMnTuo_2jTN-iIw,9A26s5eiGATamB320MWyCg
bogJcPauMnTuo_2jTN-iIw,UgG82M8P4cG4YCdNjIoeCA
bogJcPauMnTuo_2jTN-iIw,Kv_uoXtTgUDf4eewg-kmIw
bogJcPauMnTuo_2jTN-iIw,1pH-iLGpkkXiyK6NkgQYuA
bogJcPauMnTuo_2jTN-iIw,NdPeVayepVeXavpw6QGZkA
bogJcPauMnTuo_2jTN-iIw,F8oIhjzi9J3DHN6omPLzJA
bogJcPauMnTuo_2jTN-iIw,DRf0z4GuM5gm2kXXRXFRNQ
bogJcPauMnTuo_2jTN-iIw,H27zf4Dt1AFTqUh-4m3Twg
bogJcPauMnTuo_2jTN-iIw,g9v7YohARl6uNK0l4aS0lA
bogJcPauMnTuo_2jTN-iIw,CPVcHtmBtrv8dd_8m7xEWA
bogJcPauMnTuo_2jTN-iIw,ALQyEUCXYVfNUu70GTCsPQ
bogJcPauMnTuo_2jTN-iIw,-KI9kyKgXIQXozaeve_XNg
bogJcPauMnTuo_2jTN-iIw,bflIf_3CfHV9mQvdzuUgjA
ydlHp9gfMGaQWYDXxT_XGA,REokaavLQYqzRKPKWIHCDg
ydlHp9gfMGaQWYDXxT_XGA,8GMPmX7vmViZJuYxfrHTYg
ydlHp9gfMGaQWYDXxT_XGA,AQ-l9glq3A9dpR7vjRE_Sg
ydlHp9gfMGaQWYDXxT_XGA,rZwqFI7MeDpO7Fe_CAdKmg
ydlHp9gfMGaQWYDXxT_XGA,ru-v6bedkIH-zyPYNpkjLA
ydlHp9gfMGaQWYDXxT_XGA,97vDiDXwuox8un8TxHoSrQ
ydlHp9gfMGaQWYDXxT_XGA,KsKBP9y-MHFFIpmJP58MTA
ydlHp9gfMGaQWYDXxT_XGA,7y140ypjoG5wyDNGwnihcA
ydlHp9gfMGaQWYDXxT_XGA,gqZSp7cEGFqPuyXGo5rnCQ
ydlHp9gfMGaQWYDXxT_XGA,01TukDBfwf-jzdhip4cVbQ
ydlHp9gfMGaQWYDXxT_XGA,jfU0v0yhfEdF8Qi-CJX7BQ
ydlHp9gfMGaQWYDXxT_XGA,5acozVl-xTCbNpa0LtARlQ
ydlHp9gfMGaQWYDXxT_XGA,tZzel5L9aGgC4L4CLmHhAw
ydlHp9gfMGaQWYDXxT_XGA,Nr8DT04ildpWK1DMscradg
ydlHp9gfMGaQWYDXxT_XGA,8o_l550bS0uwvYbP6JDujw
ydlHp9gfMGaQWYDXxT_XGA,tLQ-js7OuwwZi2Fdt5OmiQ
ydlHp9gfMGaQWYDXxT_XGA,mpBSfQ-bsKqJK_GQe0_-Iw
ydlHp9gfMGaQWYDXxT_XGA,iXB1mb750CYMR29eJtv7HA
ydlHp9gfMGaQWYDXxT_XGA,tJ6HefJ_5CTd-CUUqxEyQA
ydlHp9gfMGaQWYDXxT_XGA,_3q2D011aGk3aVJpCP4nKw
ydlHp9gfMGaQWYDXxT_XGA,bnaMSfObQYEKzdBNpMVxCg
ydlHp9gfMGaQWYDXxT_XGA,6vWRIMmKuRhsUvIFVQuWfw
ydlHp9gfMGaQWYDXxT_XGA,_5WaM3PSPss38J7KkOTwGA
ydlHp9gfMGaQWYDXxT_XGA,GlLTy65arx1otiPjMDX90A
ydlHp9gfMGaQWYDXxT_XGA,SRMyPAzIi8Vi4wJgYr9wNA
ydlHp9gfMGaQWYDXxT_XGA,rCahoSBllleOgIXVyWdHxg
ydlHp9gfMGaQWYDXxT_XGA,ABDyz4eM2nsKpC2N7UcsPA
ydlHp9gfMGaQWYDXxT_XGA,X94pTXX3-s1kCr77xGc91A
ydlHp9gfMGaQWYDXxT_XGA,MIndMViwNpaE1TWVRrnOiA
ydlHp9gfMGaQWYDXxT_XGA,_66evwTqq5olfFRNSdw5YQ
ydlHp9gfMGaQWYDXxT_XGA,GIujO0OwUVtOhrjTfImUVg
ydlHp9gfMGaQWYDXxT_XGA,1NYsdLdqn1DGWKHmcdpJ8w
ydlHp9gfMGaQWYDXxT_XGA,pHTLvkXB_ImcbnCLnHkiow
ydlHp9gfMGaQWYDXxT_XGA,zNMn7L1ZHNhUWwSUQocN7Q
ydlHp9gfMGaQWYDXxT_XGA,HmqXw-Z-_CQ0r0iNAeQQTg
ydlHp9gfMGaQWYDXxT_XGA,VkTp4k7UxyTJcOigrsir8Q
ydlHp9gfMGaQWYDXxT_XGA,OB23ZM0jx7hvve48KnOsiQ
ydlHp9gfMGaQWYDXxT_XGA,6iRzAW_GZhutzJ0FJzb-DQ
ydlHp9gfMGaQWYDXxT_XGA,Q0IKrhujAShTArKdVvNzIg
ydlHp9gfMGaQWYDXxT_XGA,S-4z-Rn-NnklNPSAKjZUpQ
ydlHp9gfMGaQWYDXxT_XGA,571JK5iN0QTda9A8keTWVQ
ydlHp9gfMGaQWYDXxT_XGA,9PUYRCum7W1fnYaG7ZOi8A
ydlHp9gfMGaQWYDXxT_XGA,42GMFQWWuti5W6B5RnJdzw
ydlHp9gfMGaQWYDXxT_XGA,oD3Je9hfWigTTJQpc4PMDQ
ydlHp9gfMGaQWYDXxT_XGA,CTumvTQqRdmKQ49Z549vGQ
ydlHp9gfMGaQWYDXxT_XGA,BFOStJp2E-mD07jwFJWXrA
ydlHp9gfMGaQWYDXxT_XGA,2SNpRcJIo2Bg3oyWjvs36A
ydlHp9gfMGaQWYDXxT_XGA,X0XyNx-lOlClpiDj2NrGfA
ydlHp9gfMGaQWYDXxT_XGA,DThNvUdFQ88ol3-P7aOHpg
ydlHp9gfMGaQWYDXxT_XGA,UMFytnCKVszOhCHyuKJfBg
ydlHp9gfMGaQWYDXxT_XGA,bk992xCm6Tedy5XTqrnjrw
ydlHp9gfMGaQWYDXxT_XGA,L0i9vZI14_cky27eAAuCyw
ydlHp9gfMGaQWYDXxT_XGA,6TvorOil1phTFkFXL-BtOw
ydlHp9gfMGaQWYDXxT_XGA,v8uPRb2JMx4pY0E6MB-PHw
ydlHp9gfMGaQWYDXxT_XGA,8wYcY6b5Oe7wTxKoMuQ2ww
ydlHp9gfMGaQWYDXxT_XGA,X-dZxrWD5sz3DXkPb0DwSA
TCmRU3ZPsmBwqbFq1KMkww,tipV_lraC_olzwzBXGxw1g
TCmRU3ZPsmBwqbFq1KMkww,CkuZ5DKolPy--GnoQOKTJA
TCmRU3ZPsmBwqbFq1KMkww,nal88PrLZBOjJSU8g85y1g
59f3YfDRZt2O7zbNEJ_hLQ,d-9rUsEnbRKOt1QOqMn9oQ
59f3YfDRZt2O7zbNEJ_hLQ,IuwtrgWvNoAAB2VNHmmgCw
59f3YfDRZt2O7zbNEJ_hLQ,1espHueI33o8YIhUgf0Utw
59f3YfDRZt2O7zbNEJ_hLQ,zJ03TebWDd6cF6jKhRqVZg
VsXYliGU2KcMFiolrh9E9g,jxosii-LzHT8FgumoEsZaA
VsXYliGU2KcMFiolrh9E9g,GyRuecmq8MKcz44Soy5IZA
VsXYliGU2KcMFiolrh9E9g,j8j8ZNHhKc2iJSqa9_x_NA
VsXYliGU2KcMFiolrh9E9g,l34n70L0RhCZ7aJRW0nZdg
VsXYliGU2KcMFiolrh9E9g,xKR85VrcBBsIVfNmDT6ADQ
VsXYliGU2KcMFiolrh9E9g,5xnfpCtvjx9rAGk_kQEQzg
VsXYliGU2KcMFiolrh9E9g,se47SWhpgxL0fdTVeAgn2A
VsXYliGU2KcMFiolrh9E9g,M43mZyV8VCpimjhVpwdjEg
VsXYliGU2KcMFiolrh9E9g,3i1qKssMS5g_eJxN1HiHJQ
VsXYliGU2KcMFiolrh9E9g,oTwk1cX0MXrpv5iRURelcA
VsXYliGU2KcMFiolrh9E9g,dv6bCKChM4F06f1DOOaYtQ
VsXYliGU2KcMFiolrh9E9g,4ZDFVcRv6fDn9_kc3SQ5Cw
tsVyaN29ILx1hXxawg9qsA,qURtaMkkiSUEKm7Fy_1jtg
yLS4cqPTLs693riJF4QdwA,zbpiQp1qQYoKJzOLJCbYKg
yLS4cqPTLs693riJF4QdwA,Pq_rJTIUsUA4dzkjm5zNkQ
yLS4cqPTLs693riJF4QdwA,ttXtE5Fn4HcihwjfBUWJ7g
yLS4cqPTLs693riJF4QdwA,zbcbdW_9wYy-hoXkZSsIhw
vBhAKzZUQod2KPrlAChDQg,R2SA53ihk0ak4A6sFRiTHw
vBhAKzZUQod2KPrlAChDQg,85Ysh8p2H4uNKNxOxnVC8Q
vBhAKzZUQod2KPrlAChDQg,KrKjwCXciBKuKXXbfyEbeA
vBhAKzZUQod2KPrlAChDQg,UKHs5O6rJOTLKFH1cozFSA
vBhAKzZUQod2KPrlAChDQg,RjWf_tKpatsMwegt8UdcIA
vBhAKzZUQod2KPrlAChDQg,XSMaQL2GLBlyeTfdon8aJg
vBhAKzZUQod2KPrlAChDQg,cbUOXXSDqoHvU0qQvzUWqA
vBhAKzZUQod2KPrlAChDQg,tWaGeDVV9OX-CD-UTifIrg
vBhAKzZUQod2KPrlAChDQg,yfcwQ3UmgcCFVpF4nfWmVA
vBhAKzZUQod2KPrlAChDQg,-lhfMXWgjiiG-1XfVgP6pw
vBhAKzZUQod2KPrlAChDQg,EApYtkYCAjgkv-Er3GHM1A
vBhAKzZUQod2KPrlAChDQg,afA-CnfofLbrINSTE3ecqA
vBhAKzZUQod2KPrlAChDQg,KGHh3ZW0ci_1PVsTeagxTg
vBhAKzZUQod2KPrlAChDQg,d3b_86d4DJskdYI0xEiN8A
vBhAKzZUQod2KPrlAChDQg,QPd5iwOW5lRabenAvvBiQQ
vBhAKzZUQod2KPrlAChDQg,0E0RQR-F6n3vTMKN5N5otw
vBhAKzZUQod2KPrlAChDQg,Y5m_wYUfMDTB5cP__V1QAQ
vBhAKzZUQod2KPrlAChDQg,0OLY4-E0B4kTQjWc67yMsA
vBhAKzZUQod2KPrlAChDQg,m2imBBrhgC5Hc-WMUoNC-A
vBhAKzZUQod2KPrlAChDQg,qTv3131B9Ijk6-x82ZW6JA
vBhAKzZUQod2KPrlAChDQg,MOKDrwq2L1o_CPj7ncZiHA
vBhAKzZUQod2KPrlAChDQg,vDA8TAguK5KB-VyK1Q0Esg
vBhAKzZUQod2KPrlAChDQg,1hP9CFabPjNUHAa-SPY-Lw
vBhAKzZUQod2KPrlAChDQg,Ue4XByeA46rsCr1W3-xC_A
vBhAKzZUQod2KPrlAChDQg,8KmizDza7C3TRt-T-y72Yw
vBhAKzZUQod2KPrlAChDQg,_yegjKD9uPizeUrt_Cr3vQ
vBhAKzZUQod2KPrlAChDQg,v_ePVVgQYqXBDhHIgsF0Hw
vBhAKzZUQod2KPrlAChDQg,jN9Km3fjiffYufeR1R6GWw
vBhAKzZUQod2KPrlAChDQg,0qtZ6_8SkRUFrYu5wtt0_g
vBhAKzZUQod2KPrlAChDQg,qYFENIidj3syfyGnqqVitA
vBhAKzZUQod2KPrlAChDQg,HFohxiprGYDmEfy6b-IkQA
vBhAKzZUQod2KPrlAChDQg,_-A6BDsxo4_foRS7LMOPsg
vBhAKzZUQod2KPrlAChDQg,UAN2E2yh3glwNWrP-sxNJw
vBhAKzZUQod2KPrlAChDQg,AfwyKNLmqz_BpOFtXHypgA
vBhAKzZUQod2KPrlAChDQg,hS_xl5RbrjsPsDfJbPpB7w
vBhAKzZUQod2KPrlAChDQg,pWoA-RKhncjRAVAKSDo6cQ
vBhAKzZUQod2KPrlAChDQg,6eDzOx-rToDgLwzievqO4A
vBhAKzZUQod2KPrlAChDQg,YM91m_qH-ZMtg7ewYJnGkQ
vBhAKzZUQod2KPrlAChDQg,_9aemtm4bZmgj-43hDrECQ
vBhAKzZUQod2KPrlAChDQg,QnK59z0okwvCgyWlbKxLkg
vBhAKzZUQod2KPrlAChDQg,Mj3n8no1wMJcQ384kQtOqw
vBhAKzZUQod2KPrlAChDQg,Hju8TnhE-dCTO94cMGUQxg
vBhAKzZUQod2KPrlAChDQg,7SOjaXwVhkLD9JjtxFyplQ
vBhAKzZUQod2KPrlAChDQg,w18G6KbLKEWrEW9J852ueQ
vBhAKzZUQod2KPrlAChDQg,bBs9vci4H0vlNbPdrfG4SQ
vBhAKzZUQod2KPrlAChDQg,gb1zE0j0ap4YsbNtBF8e8A
vBhAKzZUQod2KPrlAChDQg,XtQDRAgyHyhk_J9H0dFBlg
vBhAKzZUQod2KPrlAChDQg,-SkHDEEOdiOIIzuanEiJBA
vBhAKzZUQod2KPrlAChDQg,k7iHYwqwpVZjr1e4ROfmHA
vBhAKzZUQod2KPrlAChDQg,SxCe6smCv_rnyTWRpXZApA
vBhAKzZUQod2KPrlAChDQg,jgd8fOE4S7wHXwi0d88DdQ
vBhAKzZUQod2KPrlAChDQg,IQg7_BBYNwvYv0hI-N2UzQ
vBhAKzZUQod2KPrlAChDQg,ZtoKx5sJXemsD2P5B-BiIA
vBhAKzZUQod2KPrlAChDQg,xIVgzGK5X-CJ48AEnsTwLg
vBhAKzZUQod2KPrlAChDQg,3BXBrLwQ1fBLR25cDxRY8g
vBhAKzZUQod2KPrlAChDQg,SWbmWMk2lhvtxtd3t8-LmA
vBhAKzZUQod2KPrlAChDQg,1f3oTaAEUHTaDCr8ebNzjQ
vBhAKzZUQod2KPrlAChDQg,8m7mWgf2LB0rEOyMmBnv2g
vBhAKzZUQod2KPrlAChDQg,duKKcIT1nrP6v54NITIG0g
vBhAKzZUQod2KPrlAChDQg,emxDsWZj_JqavmQ6-5PKyw
vBhAKzZUQod2KPrlAChDQg,no7Y_-JiYAjTCYG-lJF4sg
CaJOOtCB2Eruda-FmnHYnw,RchprIh03Ei853awTM4MPQ
CaJOOtCB2Eruda-FmnHYnw,fLuVDJWkiROXnmQaJ8C45w
NRoqDf0M87cgyVz-ExhzuQ,CBP-GCy9jEHf-UatOGcwOA
NRoqDf0M87cgyVz-ExhzuQ,Kj7TKIIEb9nWsIuDyA2ACw
NRoqDf0M87cgyVz-ExhzuQ,tm3ll-Wyo2xtAo8KRo6h-g
NRoqDf0M87cgyVz-ExhzuQ,0DKijdr8rV1gzl4HP_6ktA
NRoqDf0M87cgyVz-ExhzuQ,mNpJbGv-zdoVehVBHzxaBg
NRoqDf0M87cgyVz-ExhzuQ,wbbrylmvEP4cK3Up9TygfA
NRoqDf0M87cgyVz-ExhzuQ,dwFDKRxAFKtz9UPpGQlEpQ
NRoqDf0M87cgyVz-ExhzuQ,FAt0mefKdeewmc3adUVdkA
NRoqDf0M87cgyVz-ExhzuQ,5HhkgJ-IAZgpFw0YLSUGjw
